Ngày,Khu vực,Tổng tin bán,Lượt xem khu vực,Tin cắt lỗ,% Cắt lỗ,Đăng hôm nay,% Hôm nay,Giá bán TB (tr/m²),% Tăng giá YoY
2026-03-15,Đông Anh,215,1248,3,14.29,2,9.52,105.6,
2026-03-15,Đan Phượng,67,,4,20.0,3,15.0,64.5,
2026-03-16,Nam Từ Liêm,0,,0,,0,,,
2026-03-16,Cầu Giấy,2035,7444,5,16.67,18,60.0,114.4,45.0
2026-03-16,Hà Đông,1871,3548,2,6.67,9,30.0,79.4,
2026-03-16,Hoàng Mai,1685,4235,4,13.33,12,40.0,82.7,50.0
2026-03-16,Thanh Xuân,1417,4813,5,16.67,21,70.0,94.7,
2026-03-16,Tây Hồ,0,,0,,0,,,
2026-03-16,Bắc Từ Liêm,0,,0,,0,,,
2026-03-16,Gia Lâm,0,,0,,0,,,
2026-03-16,Long Biên,0,,0,,0,,,
2026-03-16,Hoài Đức,622,,3,11.54,15,57.69,77.0,56.0
2026-03-16,Đống Đa,528,6972,6,20.0,22,73.33,91.4,
2026-03-16,Hai Bà Trưng,448,4153,9,39.13,6,26.09,103.5,
2026-03-16,Thanh Trì,461,,4,15.38,4,15.38,76.4,46.0
2026-03-16,Ba Đình,0,,0,,0,,,
2026-03-16,Đông Anh,0,,0,,0,,,
2026-03-16,Đan Phượng,0,,0,,0,,,
2026-03-16,Nam Từ Liêm,2614,1884,7,23.33,0,,90.3,35.0
2026-03-16,Cầu Giấy,0,,0,,0,,,
2026-03-16,Hà Đông,1872,2575,2,6.67,0,,79.4,
2026-03-16,Hoàng Mai,0,,0,,0,,,
2026-03-16,Thanh Xuân,1418,3569,5,16.67,0,,95.1,
2026-03-16,Tây Hồ,1051,1476,0,,0,,145.2,
2026-03-16,Bắc Từ Liêm,983,1242,6,20.0,0,,98.1,
2026-03-16,Gia Lâm,811,,7,23.33,0,,72.6,
2026-03-16,Long Biên,0,,0,,0,,,
2026-03-16,Hoài Đức,619,,3,11.54,0,,78.0,56.0
2026-03-16,Đống Đa,0,,0,,0,,,
2026-03-16,Hai Bà Trưng,0,,0,,0,,,
2026-03-16,Thanh Trì,0,,0,,0,,,
2026-03-16,Ba Đình,0,,0,,0,,,
2026-03-16,Đông Anh,225,1108,4,19.05,0,,110.5,
2026-03-16,Đan Phượng,0,,0,,0,,,
2026-03-17,Nam Từ Liêm,0,,0,,0,,,
2026-03-17,Cầu Giấy,0,,0,,0,,,
2026-03-17,Hà Đông,1821,2694,2,6.67,8,26.67,76.8,
2026-03-17,Hoàng Mai,1669,3416,4,13.33,9,30.0,83.0,50.0
2026-03-17,Thanh Xuân,1443,3991,4,13.33,12,40.0,96.3,
2026-03-17,Tây Hồ,1058,1600,0,,12,40.0,138.8,
2026-03-17,Bắc Từ Liêm,0,,0,,0,,,
2026-03-17,Gia Lâm,797,,5,16.67,14,46.67,73.4,
2026-03-17,Long Biên,710,2279,4,16.67,4,16.67,90.9,
2026-03-17,Hoài Đức,617,,3,11.11,15,55.56,79.8,56.0
2026-03-17,Đống Đa,0,,0,,0,,,
2026-03-17,Hai Bà Trưng,0,,0,,0,,,
2026-03-17,Thanh Trì,464,,4,15.38,3,11.54,78.0,46.0
2026-03-17,Ba Đình,295,3433,3,13.04,10,43.48,142.2,
2026-03-17,Đông Anh,0,,0,,0,,,
2026-03-17,Đan Phượng,73,,2,10.0,14,70.0,64.0,
2026-03-17,Nam Từ Liêm,0,,0,,0,,,
2026-03-17,Cầu Giấy,2069,4391,6,20.0,0,,112.1,45.0
2026-03-17,Hà Đông,1811,1423,3,10.0,0,,76.5,
2026-03-17,Hoàng Mai,1675,2058,4,13.33,0,,84.2,50.0
2026-03-17,Thanh Xuân,1441,2831,4,13.33,0,,96.3,
2026-03-17,Tây Hồ,0,,0,,0,,,
2026-03-17,Bắc Từ Liêm,0,,0,,0,,,
2026-03-17,Gia Lâm,800,,5,16.67,1,3.33,73.3,
2026-03-17,Long Biên,717,1369,5,20.83,0,,84.8,
2026-03-17,Hoài Đức,616,,3,11.11,0,,79.8,56.0
2026-03-17,Đống Đa,0,,0,,0,,,
2026-03-17,Hai Bà Trưng,0,,0,,0,,,
2026-03-17,Thanh Trì,464,,4,15.38,0,,78.0,46.0
2026-03-17,Ba Đình,294,2568,3,13.04,0,,147.9,
2026-03-17,Đông Anh,0,,0,,0,,,
2026-03-17,Đan Phượng,0,,0,,0,,,
2026-03-18,Nam Từ Liêm,2604,1086,10,33.33,16,53.33,87.3,35.0
2026-03-18,Cầu Giấy,2072,5040,5,16.67,18,60.0,114.3,45.0
2026-03-18,Hà Đông,1787,1552,3,10.0,11,36.67,79.4,
2026-03-18,Hoàng Mai,0,,0,,0,,,
2026-03-18,Thanh Xuân,1440,3172,4,13.33,9,30.0,96.8,
2026-03-18,Tây Hồ,1059,1072,1,3.33,16,53.33,135.1,
2026-03-18,Bắc Từ Liêm,966,,5,16.67,15,50.0,101.1,
2026-03-18,Gia Lâm,0,,0,,0,,,
2026-03-18,Long Biên,723,1620,6,25.0,6,25.0,83.7,
2026-03-18,Hoài Đức,0,,0,,0,,,
2026-03-18,Đống Đa,533,5692,10,33.33,20,66.67,107.8,
2026-03-18,Hai Bà Trưng,0,,0,,0,,,
2026-03-18,Thanh Trì,468,,5,19.23,3,11.54,78.1,46.0
2026-03-18,Ba Đình,0,,0,,0,,,
2026-03-18,Đông Anh,0,,0,,0,,,
2026-03-18,Đan Phượng,74,,1,3.57,19,67.86,71.6,
2026-03-18,Nam Từ Liêm,2608,,10,33.33,0,,87.3,35.0
2026-03-18,Cầu Giấy,0,,0,,0,,,
2026-03-18,Hà Đông,0,,0,,0,,,
2026-03-18,Hoàng Mai,0,,0,,0,,,
2026-03-18,Thanh Xuân,1444,2280,4,13.33,0,,96.8,
2026-03-18,Tây Hồ,1056,,1,3.33,0,,135.1,
2026-03-18,Bắc Từ Liêm,965,,5,16.67,0,,101.1,
2026-03-18,Gia Lâm,0,,0,,0,,,
2026-03-18,Long Biên,0,,0,,0,,,
2026-03-18,Hoài Đức,607,,3,11.11,0,,78.8,56.0
2026-03-18,Đống Đa,0,,0,,0,,,
2026-03-18,Hai Bà Trưng,0,,0,,0,,,
2026-03-18,Thanh Trì,0,,0,,0,,,
2026-03-18,Ba Đình,295,2317,3,13.04,0,,140.7,
2026-03-18,Đông Anh,247,,2,9.52,0,,110.7,
2026-03-18,Đan Phượng,74,,1,5.0,0,,65.6,
2026-03-19,Nam Từ Liêm,0,,0,,0,,,
2026-03-19,Cầu Giấy,2022,4282,4,13.33,13,43.33,112.5,45.0
2026-03-19,Hà Đông,0,,0,,0,,,
2026-03-19,Hoàng Mai,0,,0,,0,,,
2026-03-19,Thanh Xuân,0,,0,,0,,,
2026-03-19,Tây Hồ,1052,,2,6.67,14,46.67,129.2,
2026-03-19,Bắc Từ Liêm,975,,6,20.0,21,70.0,97.9,
2026-03-19,Gia Lâm,869,,4,13.33,13,43.33,74.2,
2026-03-19,Long Biên,739,1349,2,9.09,14,63.64,82.8,
2026-03-19,Hoài Đức,0,,0,,0,,,
2026-03-19,Đống Đa,0,,0,,0,,,
2026-03-19,Hai Bà Trưng,468,2809,9,39.13,2,8.7,101.5,
2026-03-19,Thanh Trì,472,,3,11.54,6,23.08,77.3,46.0
2026-03-19,Ba Đình,0,,0,,0,,,
2026-03-19,Đông Anh,0,,0,,0,,,
2026-03-19,Đan Phượng,0,,0,,0,,,
2026-03-19,Nam Từ Liêm,2555,,9,30.0,0,,89.6,35.0
2026-03-19,Cầu Giấy,2029,4282,4,13.33,0,,112.5,45.0
2026-03-19,Hà Đông,1769,,3,10.0,0,,73.7,
2026-03-19,Hoàng Mai,1713,1885,3,10.0,0,,83.3,50.0
2026-03-19,Thanh Xuân,1451,2309,6,20.0,0,,96.6,
2026-03-19,Tây Hồ,0,,0,,0,,,
2026-03-19,Bắc Từ Liêm,975,,6,20.0,0,,97.9,
2026-03-19,Gia Lâm,0,,0,,0,,,
2026-03-19,Long Biên,0,,0,,0,,,
2026-03-19,Hoài Đức,599,,3,10.71,0,,80.4,56.0
2026-03-19,Đống Đa,543,4543,3,10.0,2,6.67,91.4,
2026-03-19,Hai Bà Trưng,0,,0,,0,,,
2026-03-19,Thanh Trì,471,,3,11.54,0,,77.3,46.0
2026-03-19,Ba Đình,288,2312,4,17.39,0,,129.3,
2026-03-19,Đông Anh,263,,2,8.7,0,,101.9,
2026-03-19,Đan Phượng,71,,2,10.0,0,,62.0,
2026-03-20,Nam Từ Liêm,0,,0,,0,,,
2026-03-20,Cầu Giấy,1998,4327,5,16.67,13,43.33,109.7,45.0
2026-03-20,Hà Đông,0,,0,,0,,,
2026-03-20,Hoàng Mai,1742,1921,2,6.67,10,33.33,87.5,50.0
2026-03-20,Thanh Xuân,0,,0,,0,,,
2026-03-20,Tây Hồ,1066,,2,6.67,11,36.67,137.8,
2026-03-20,Bắc Từ Liêm,999,,6,20.0,15,50.0,96.2,
2026-03-20,Gia Lâm,860,,4,13.33,22,73.33,73.7,
2026-03-20,Long Biên,744,1397,3,13.64,13,59.09,85.0,
2026-03-20,Hoài Đức,0,,0,,0,,,
2026-03-20,Đống Đa,0,,0,,0,,,
2026-03-20,Hai Bà Trưng,0,,0,,0,,,
2026-03-20,Thanh Trì,0,,0,,0,,,
2026-03-20,Ba Đình,287,2660,3,13.04,5,21.74,140.9,
2026-03-20,Đông Anh,261,,3,12.5,5,20.83,97.3,
2026-03-20,Đan Phượng,71,,2,10.0,6,30.0,63.5,
2026-03-20,Nam Từ Liêm,2525,,5,16.67,24,80.0,87.3,35.0
2026-03-20,Cầu Giấy,0,,0,,0,,,
2026-03-20,Hà Đông,0,,0,,0,,,
2026-03-20,Hoàng Mai,1736,1921,2,6.67,10,33.33,87.5,50.0
2026-03-20,Thanh Xuân,0,,0,,0,,,
2026-03-20,Tây Hồ,1070,,2,6.67,11,36.67,137.8,
2026-03-20,Bắc Từ Liêm,0,,0,,0,,,
2026-03-20,Gia Lâm,0,,0,,0,,,
2026-03-20,Long Biên,0,,0,,0,,,
2026-03-20,Hoài Đức,614,,3,10.71,10,35.71,79.6,56.0
2026-03-20,Đống Đa,530,5077,5,16.67,19,63.33,91.7,
2026-03-20,Hai Bà Trưng,466,2833,9,37.5,8,33.33,97.8,
2026-03-20,Thanh Trì,470,,3,11.54,6,23.08,76.0,46.0
2026-03-20,Ba Đình,0,,0,,0,,,
2026-03-20,Đông Anh,0,,0,,0,,,
2026-03-20,Đan Phượng,71,,2,10.0,6,30.0,63.5,
2026-03-21,Nam Từ Liêm,0,,0,,0,,,
2026-03-21,Cầu Giấy,1963,4446,2,6.67,13,43.33,113.1,45.0
2026-03-21,Hà Đông,1811,,1,3.33,9,30.0,81.8,
2026-03-21,Hoàng Mai,1755,1946,2,6.67,5,16.67,86.5,50.0
2026-03-21,Thanh Xuân,1462,2596,6,20.0,10,33.33,97.2,
2026-03-21,Tây Hồ,1062,,2,6.67,6,20.0,135.2,
2026-03-21,Bắc Từ Liêm,997,,7,23.33,11,36.67,95.5,
2026-03-21,Gia Lâm,887,,5,16.67,15,50.0,72.7,
2026-03-21,Long Biên,751,1442,4,18.18,8,36.36,89.1,
2026-03-21,Hoài Đức,650,,2,7.14,8,28.57,78.6,56.0
2026-03-21,Đống Đa,535,5117,3,10.0,16,53.33,95.0,
2026-03-21,Hai Bà Trưng,0,,0,,0,,,
2026-03-21,Thanh Trì,0,,0,,0,,,
2026-03-21,Ba Đình,281,2558,3,12.5,9,37.5,126.6,
2026-03-21,Đông Anh,0,,0,,0,,,
2026-03-21,Đan Phượng,0,,0,,0,,,
2026-03-21,Nam Từ Liêm,0,,0,,0,,,
2026-03-21,Cầu Giấy,1968,4446,2,6.67,13,43.33,113.1,45.0
2026-03-21,Hà Đông,0,,0,,0,,,
2026-03-21,Hoàng Mai,0,,0,,0,,,
2026-03-21,Thanh Xuân,0,,0,,0,,,
2026-03-21,Tây Hồ,1056,,2,6.67,6,20.0,135.2,
2026-03-21,Bắc Từ Liêm,997,,7,23.33,11,36.67,95.5,
2026-03-21,Gia Lâm,888,,3,10.0,17,56.67,74.1,
2026-03-21,Long Biên,752,1442,4,18.18,10,45.45,89.0,
2026-03-21,Hoài Đức,648,,2,7.14,8,28.57,78.6,56.0
2026-03-21,Đống Đa,533,5117,3,10.0,16,53.33,89.9,
2026-03-21,Hai Bà Trưng,467,2903,10,41.67,4,16.67,97.8,
2026-03-21,Thanh Trì,459,,4,15.38,2,7.69,77.1,46.0
2026-03-21,Ba Đình,0,,0,,0,,,
2026-03-21,Đông Anh,0,,0,,0,,,
2026-03-21,Đan Phượng,66,,3,15.0,3,15.0,58.4,
2026-03-22,Nam Từ Liêm,2457,,5,16.67,14,46.67,88.3,35.0
2026-03-22,Cầu Giấy,1936,3853,3,10.0,11,36.67,111.3,45.0
2026-03-22,Hà Đông,1827,,1,3.33,8,26.67,81.9,
2026-03-22,Hoàng Mai,1717,1686,2,6.67,5,16.67,88.2,50.0
2026-03-22,Thanh Xuân,1444,2275,6,20.0,10,33.33,99.2,
2026-03-22,Tây Hồ,1041,,2,6.67,7,23.33,136.6,
2026-03-22,Bắc Từ Liêm,985,,8,26.67,3,10.0,98.8,
2026-03-22,Gia Lâm,870,,5,16.67,11,36.67,72.9,
2026-03-22,Long Biên,735,1283,4,18.18,2,9.09,91.0,
2026-03-22,Hoài Đức,642,,1,3.85,7,26.92,81.6,56.0
2026-03-22,Đống Đa,0,,0,,0,,,
2026-03-22,Hai Bà Trưng,472,2525,9,37.5,2,8.33,97.3,
2026-03-22,Thanh Trì,459,,3,12.0,3,12.0,76.3,46.0
2026-03-22,Ba Đình,0,,0,,0,,,
2026-03-22,Đông Anh,253,,3,12.5,3,12.5,92.3,
2026-03-22,Đan Phượng,62,,3,15.0,4,20.0,56.0,
